UserID;Province;Gender;Race;Age;Channel;Age_Group;Record_Date;Record_Time;Time_Of_Day;Duration_Time;Day_Name;Month_Name
809231;Gauteng;male;black;45;CNN;Adult;2016/02/22;15:13:00;Midday;01:33:44;Mon;Feb
809231;Gauteng;male;black;45;CNN;Adult;2016/02/26;12:51:00;Midday;01:31:16;Fri;Feb
809231;Gauteng;male;black;45;CNN;Adult;2016/03/22;13:10:00;Midday;01:31:45;Tue;Mar
809231;Gauteng;male;black;45;SuperSport Blitz;Adult;2016/02/14;17:31:00;Afternoon;01:32:06;Sun;Feb
809231;Gauteng;male;black;45;CNN;Adult;2016/03/24;17:44:00;Afternoon;01:33:45;Thu;Mar
809231;Gauteng;male;black;45;CNN;Adult;2016/02/16;08:48:00;Morning;01:42:28;Tue;Feb
809231;Gauteng;male;black;45;Cartoon Network;Adult;2016/02/04;13:18:00;Midday;01:30:48;Thu;Feb
809231;Gauteng;male;black;45;Channel O;Adult;2016/02/10;15:22:00;Midday;01:37:57;Wed;Feb
809231;Gauteng;male;black;45;CNN;Adult;2016/03/23;10:45:00;Morning;01:33:28;Wed;Mar
809231;Gauteng;male;black;45;Supersport Live Events;Adult;2016/03/05;22:37:00;Night;01:32:50;Sat;Mar
809231;Gauteng;male;black;45;CNN;Adult;2016/02/06;14:22:00;Midday;01:32:56;Sat;Feb
809231;Gauteng;male;black;45;ICC Cricket World Cup 2011;Adult;2016/03/20;10:44:00;Morning;01:35:56;Sun;Mar
809231;Gauteng;male;black;45;SuperSport Blitz;Adult;2016/02/27;11:10:00;Morning;01:37:06;Sat;Feb
809231;Gauteng;male;black;45;Trace TV;Adult;2016/02/23;06:58:00;Morning;01:35:15;Tue;Feb
809231;Gauteng;male;black;45;CNN;Adult;2016/02/23;07:31:00;Morning;01:47:22;Tue;Feb
809231;Gauteng;male;black;45;E! Entertainment;Adult;2016/03/30;17:57:00;Afternoon;01:30:26;Wed;Mar
2203633;Eastern Cape;male;white;70;E! Entertainment;Old_Age;2016/02/16;18:29:00;Afternoon;01:31:26;Tue;Feb
790685;Kwazulu Natal;male;black;29;Africa Magic;Adult;2016/02/14;09:36:00;Morning;01:30:02;Sun;Feb
872104;Western Cape;male;coloured;24;Supersport Live Events;Adult;2016/03/19;20:08:00;Night;01:30:00;Sat;Mar
924949;Gauteng;male;indian_asian;27;ICC Cricket World Cup 2011;Adult;2016/03/30;13:40:00;Midday;01:30:00;Wed;Mar
820737;None;None;None;0;Supersport Live Events;Children;2016/03/18;08:35:00;Morning;01:38:30;Fri;Mar
779656;Gauteng;female;black;29;Trace TV;Adult;2016/01/15;09:57:00;Morning;01:39:09;Fri;Jan
779656;Gauteng;female;black;29;Africa Magic;Adult;2016/01/24;18:32:00;Afternoon;01:30:00;Sun;Jan
779656;Gauteng;female;black;29;Africa Magic;Adult;2016/01/24;22:10:00;Night;01:30:00;Sun;Jan
779656;Gauteng;female;black;29;Africa Magic;Adult;2016/02/09;21:34:00;Night;01:30:00;Tue;Feb
779656;Gauteng;female;black;29;Africa Magic;Adult;2016/02/08;21:51:00;Night;01:30:00;Mon;Feb
779656;Gauteng;female;black;29;Africa Magic;Adult;2016/02/08;20:28:00;Night;02:02:29;Mon;Feb
2426146;Western Cape;female;coloured;35;SuperSport Blitz;Adult;2016/03/06;17:29:00;Afternoon;01:31:58;Sun;Mar
2426146;Western Cape;female;coloured;35;Trace TV;Adult;2016/03/10;12:17:00;Midday;01:42:51;Thu;Mar
2420731;Gauteng;male;black;43;Channel O;Adult;2016/03/22;19:26:00;Afternoon;01:43:42;Tue;Mar
809284;Western Cape;male;white;32;ICC Cricket World Cup 2011;Adult;2016/02/22;14:32:00;Midday;01:37:06;Mon;Feb
809284;Western Cape;male;white;32;ICC Cricket World Cup 2011;Adult;2016/02/25;16:18:00;Afternoon;01:30:14;Thu;Feb
809286;Mpumalanga;male;white;35;SawSee;Adult;2016/03/06;09:32:00;Morning;01:44:05;Sun;Mar
2368931;Limpopo;male;indian_asian;38;Boomerang;Adult;2016/02/20;11:25:00;Morning;01:31:32;Sat;Feb
820770;Western Cape;male;coloured;36;Supersport Live Events;Adult;2016/03/24;14:47:00;Midday;02:29:14;Thu;Mar
820770;Western Cape;male;coloured;36;Supersport Live Events;Adult;2016/02/25;11:47:00;Morning;01:42:42;Thu;Feb
820770;Western Cape;male;coloured;36;ICC Cricket World Cup 2011;Adult;2016/02/27;18:41:00;Afternoon;01:45:08;Sat;Feb
820770;Western Cape;male;coloured;36;ICC Cricket World Cup 2011;Adult;2016/03/12;18:18:00;Afternoon;01:31:38;Sat;Mar
820770;Western Cape;male;coloured;36;ICC Cricket World Cup 2011;Adult;2016/03/03;05:48:00;Morning;01:31:20;Thu;Mar
733347;North West;male;None;34;Channel O;Adult;2016/01/23;20:12:00;Night;01:45:48;Sat;Jan
733347;North West;male;None;34;Africa Magic;Adult;2016/01/24;16:31:00;Afternoon;01:30:08;Sun;Jan
733347;North West;male;None;34;Channel O;Adult;2016/01/23;19:29:00;Afternoon;01:30:39;Sat;Jan
39353;None;None;None;0;Trace TV;Children;2016/01/05;03:54:00;Morning;01:33:30;Tue;Jan
2092115;Mpumalanga;male;black;49;Boomerang;Adult;2016/02/13;19:37:00;Afternoon;01:35:29;Sat;Feb
866540;Western Cape;male;coloured;33;Channel O;Adult;2016/03/08;21:30:00;Night;01:30:12;Tue;Mar
940010;Gauteng;male;black;27;Supersport Live Events;Adult;2016/03/26;10:35:00;Morning;01:30:40;Sat;Mar
773393;Western Cape;male;white;17;Boomerang;Teenager;2016/02/08;12:01:00;Midday;01:39:03;Mon;Feb
809317;Western Cape;male;None;29;Cartoon Network;Adult;2016/02/21;14:46:00;Midday;01:31:28;Sun;Feb
809317;Western Cape;male;None;29;M-Net;Adult;2016/02/20;22:11:00;Night;01:33:40;Sat;Feb
809317;Western Cape;male;None;29;M-Net;Adult;2016/02/19;22:25:00;Night;01:30:49;Fri;Feb
940027;Limpopo;male;None;111;Africa Magic;Old_Age;2016/03/30;09:34:00;Morning;01:30:09;Wed;Mar
866564;Gauteng;male;indian_asian;30;Supersport Live Events;Adult;2016/03/24;10:59:00;Morning;01:38:14;Thu;Mar
866564;Gauteng;male;indian_asian;30;ICC Cricket World Cup 2011;Adult;2016/03/20;13:15:00;Midday;01:41:18;Sun;Mar
33773;None;None;None;0;ICC Cricket World Cup 2011;Children;2016/03/12;10:50:00;Morning;01:30:08;Sat;Mar
886721;Gauteng;male;indian_asian;30;Boomerang;Adult;2016/03/22;01:43:00;Morning;01:30:21;Tue;Mar
809331;Western Cape;male;indian_asian;49;SuperSport Blitz;Adult;2016/02/20;17:15:00;Afternoon;01:50:40;Sat;Feb
809331;Western Cape;male;indian_asian;49;CNN;Adult;2016/02/14;17:14:00;Afternoon;01:30:00;Sun;Feb
809331;Western Cape;male;indian_asian;49;Supersport Live Events;Adult;2016/02/24;18:27:00;Afternoon;01:30:24;Wed;Feb
809331;Western Cape;male;indian_asian;49;ICC Cricket World Cup 2011;Adult;2016/02/24;18:04:00;Afternoon;01:34:24;Wed;Feb
809331;Western Cape;male;indian_asian;49;SuperSport Blitz;Adult;2016/03/23;12:47:00;Midday;01:30:30;Wed;Mar
809331;Western Cape;male;indian_asian;49;SuperSport Blitz;Adult;2016/03/25;20:09:00;Night;01:36:04;Fri;Mar
869301;Eastern Cape;female;coloured;40;Trace TV;Adult;2016/03/07;14:35:00;Midday;01:36:57;Mon;Mar
832147;Mpumalanga;male;black;40;Channel O;Adult;2016/03/02;17:04:00;Afternoon;01:56:36;Wed;Mar
940064;Western Cape;male;coloured;45;Cartoon Network;Adult;2016/03/23;07:29:00;Morning;01:36:46;Wed;Mar
793883;Northern Cape;male;coloured;32;Trace TV;Adult;2016/02/15;14:36:00;Midday;01:34:36;Mon;Feb
789053;Gauteng;female;black;34;Boomerang;Adult;2016/01/28;23:38:00;Night;01:43:51;Thu;Jan
866592;Gauteng;male;indian_asian;28;ICC Cricket World Cup 2011;Adult;2016/03/14;11:15:00;Morning;01:40:32;Mon;Mar
866592;Gauteng;male;indian_asian;28;ICC Cricket World Cup 2011;Adult;2016/03/12;12:20:00;Midday;02:54:50;Sat;Mar
866592;Gauteng;male;indian_asian;28;ICC Cricket World Cup 2011;Adult;2016/03/12;15:39:00;Midday;02:27:46;Sat;Mar
930462;Western Cape;male;coloured;31;Boomerang;Adult;2016/03/31;21:26:00;Night;01:30:44;Thu;Mar
809380;Free State;male;white;32;ICC Cricket World Cup 2011;Adult;2016/03/15;15:55:00;Midday;02:15:44;Tue;Mar
866623;Western Cape;male;other;40;CNN;Adult;2016/03/11;00:15:00;Morning;01:41:32;Fri;Mar
785456;Gauteng;female;white;41;E! Entertainment;Adult;2016/02/11;12:36:00;Midday;01:31:48;Thu;Feb
809407;Limpopo;female;black;33;Africa Magic;Adult;2016/02/09;06:49:00;Morning;01:56:04;Tue;Feb
1999958;Mpumalanga;male;indian_asian;24;ICC Cricket World Cup 2011;Adult;2016/03/19;11:03:00;Morning;01:59:08;Sat;Mar
1999958;Mpumalanga;male;indian_asian;24;ICC Cricket World Cup 2011;Adult;2016/03/19;11:06:00;Morning;01:30:00;Sat;Mar
803967;Kwazulu Natal;male;black;43;Boomerang;Adult;2016/01/06;20:23:00;Night;01:38:18;Wed;Jan
803967;Kwazulu Natal;male;black;43;Trace TV;Adult;2016/01/07;19:36:00;Afternoon;01:30:00;Thu;Jan
803967;Kwazulu Natal;male;black;43;Supersport Live Events;Adult;2016/01/08;16:49:00;Afternoon;03:51:52;Fri;Jan
803967;Kwazulu Natal;male;black;43;Supersport Live Events;Adult;2016/01/31;11:05:00;Morning;01:32:00;Sun;Jan
803967;Kwazulu Natal;male;black;43;Trace TV;Adult;2016/01/07;09:37:00;Morning;02:48:24;Thu;Jan
926675;Kwazulu Natal;male;indian_asian;27;ICC Cricket World Cup 2011;Adult;2016/03/30;10:50:00;Morning;01:44:58;Wed;Mar
866660;North West;male;black;20;ICC Cricket World Cup 2011;Adult;2016/03/13;15:30:00;Midday;01:31:04;Sun;Mar
809424;Western Cape;female;coloured;24;E! Entertainment;Adult;2016/02/22;20:59:00;Night;01:30:40;Mon;Feb
803990;Free State;female;black;27;Supersport Live Events;Adult;2016/02/20;14:54:00;Midday;01:32:26;Sat;Feb
803990;Free State;female;black;27;Africa Magic;Adult;2016/02/18;16:27:00;Afternoon;01:33:51;Thu;Feb
940154;Gauteng;male;indian_asian;35;ICC Cricket World Cup 2011;Adult;2016/03/18;15:48:00;Midday;01:40:44;Fri;Mar
940154;Gauteng;male;indian_asian;35;SuperSport Blitz;Adult;2016/03/19;10:22:00;Morning;01:30:16;Sat;Mar
940154;Gauteng;male;indian_asian;35;SawSee;Adult;2016/03/26;20:48:00;Night;01:30:34;Sat;Mar
772276;Eastern Cape;male;black;44;Supersport Live Events;Adult;2016/02/02;18:51:00;Afternoon;01:33:18;Tue;Feb
772277;Mpumalanga;male;black;48;Africa Magic;Adult;2016/03/12;21:02:00;Night;01:30:06;Sat;Mar
905271;Eastern Cape;male;coloured;35;Supersport Live Events;Adult;2016/03/04;10:20:00;Morning;01:34:24;Fri;Mar
809449;Kwazulu Natal;male;coloured;24;Boomerang;Adult;2016/02/21;10:27:00;Morning;01:31:37;Sun;Feb
809449;Kwazulu Natal;male;coloured;24;Cartoon Network;Adult;2016/02/24;17:58:00;Afternoon;01:31:47;Wed;Feb
930568;Gauteng;male;indian_asian;27;CNN;Adult;2016/03/28;18:58:00;Afternoon;01:31:05;Mon;Mar
930568;Gauteng;male;indian_asian;27;SuperSport Blitz;Adult;2016/03/29;08:15:00;Morning;01:32:14;Tue;Mar
940176;Eastern Cape;male;black;31;Supersport Live Events;Adult;2016/01/06;11:26:00;Morning;01:40:38;Wed;Jan
1107089;Western Cape;male;white;33;DStv Events 1;Adult;2016/01/21;20:03:00;Night;01:31:30;Thu;Jan
2287279;Gauteng;male;white;27;Cartoon Network;Adult;2016/02/02;22:45:00;Night;01:55:42;Tue;Feb
809486;Gauteng;male;white;25;CNN;Adult;2016/02/22;09:14:00;Morning;01:37:11;Mon;Feb
893029;Western Cape;male;None;43;Supersport Live Events;Adult;2016/03/24;17:30:00;Afternoon;02:32:10;Thu;Mar
893029;Western Cape;male;None;43;ICC Cricket World Cup 2011;Adult;2016/03/20;17:37:00;Afternoon;01:36:20;Sun;Mar
893029;Western Cape;male;None;43;Supersport Live Events;Adult;2016/03/24;10:37:00;Morning;02:26:42;Thu;Mar
806823;Gauteng;male;black;37;Africa Magic;Adult;2016/02/21;10:20:00;Morning;01:30:25;Sun;Feb
930671;Gauteng;male;indian_asian;44;Cartoon Network;Adult;2016/03/31;18:39:00;Afternoon;01:30:12;Thu;Mar
930671;Gauteng;male;indian_asian;44;E! Entertainment;Adult;2016/03/30;19:53:00;Afternoon;01:31:06;Wed;Mar
940290;Gauteng;male;None;67;CNN;Old_Age;2016/03/13;19:12:00;Afternoon;01:32:28;Sun;Mar
940290;Gauteng;male;None;67;ICC Cricket World Cup 2011;Old_Age;2016/03/16;16:19:00;Afternoon;03:39:54;Wed;Mar
851376;Eastern Cape;male;white;19;ICC Cricket World Cup 2011;Teenager;2016/03/09;12:45:00;Midday;01:31:54;Wed;Mar
793041;North West;male;black;40;Africa Magic;Adult;2016/02/16;13:48:00;Midday;01:31:11;Tue;Feb
789241;Northern Cape;male;coloured;25;Channel O;Adult;2016/02/21;11:20:00;Morning;01:30:15;Sun;Feb
789244;North West;male;black;19;E! Entertainment;Teenager;2016/02/12;12:21:00;Midday;01:30:10;Fri;Feb
819656;Western Cape;male;black;45;Africa Magic;Adult;2016/02/26;20:39:00;Night;01:31:05;Fri;Feb
786607;Western Cape;male;coloured;45;Supersport Live Events;Adult;2016/02/11;19:11:00;Afternoon;01:32:54;Thu;Feb
919808;Eastern Cape;male;black;20;M-Net;Adult;2016/03/25;13:47:00;Midday;01:30:53;Fri;Mar
590330;Mpumalanga;male;white;18;Boomerang;Teenager;2016/01/07;01:13:00;Morning;01:36:04;Thu;Jan
809604;Western Cape;male;black;24;Trace TV;Adult;2016/02/21;00:50:00;Morning;01:45:48;Sun;Feb
809604;Western Cape;male;black;24;Trace TV;Adult;2016/02/21;08:32:00;Morning;01:31:30;Sun;Feb
809604;Western Cape;male;black;24;Boomerang;Adult;2016/03/18;22:54:00;Night;01:38:30;Fri;Mar
809604;Western Cape;male;black;24;Boomerang;Adult;2016/03/18;23:24:00;Night;01:56:11;Fri;Mar
809604;Western Cape;male;black;24;Trace TV;Adult;2016/02/07;21:13:00;Night;01:34:39;Sun;Feb
809604;Western Cape;male;black;24;Cartoon Network;Adult;2016/02/28;17:22:00;Afternoon;01:30:36;Sun;Feb
809604;Western Cape;male;black;24;Trace TV;Adult;2016/03/01;07:44:00;Morning;01:30:36;Tue;Mar
940343;Mpumalanga;male;black;39;Channel O;Adult;2016/03/29;10:02:00;Morning;01:32:45;Tue;Mar
2415044;Northern Cape;male;indian_asian;24;ICC Cricket World Cup 2011;Adult;2016/03/29;15:20:00;Midday;01:48:26;Tue;Mar
804168;Gauteng;male;coloured;42;Channel O;Adult;2016/02/19;19:34:00;Afternoon;01:31:42;Fri;Feb
772449;Gauteng;male;white;25;Supersport Live Events;Adult;2016/01/23;17:25:00;Afternoon;01:31:32;Sat;Jan
789309;Western Cape;male;coloured;48;SuperSport Blitz;Adult;2016/02/21;21:32:00;Night;01:46:52;Sun;Feb
789309;Western Cape;male;coloured;48;SuperSport Blitz;Adult;2016/03/24;19:57:00;Afternoon;01:30:24;Thu;Mar
789309;Western Cape;male;coloured;48;ICC Cricket World Cup 2011;Adult;2016/03/14;09:14:00;Morning;01:30:22;Mon;Mar
789309;Western Cape;male;coloured;48;SuperSport Blitz;Adult;2016/02/27;19:13:00;Afternoon;01:30:34;Sat;Feb
789309;Western Cape;male;coloured;48;Supersport Live Events;Adult;2016/02/12;11:57:00;Morning;01:30:22;Fri;Feb
789309;Western Cape;male;coloured;48;SuperSport Blitz;Adult;2016/03/26;09:27:00;Morning;01:31:46;Sat;Mar
821206;Gauteng;male;white;41;ICC Cricket World Cup 2011;Adult;2016/02/24;15:52:00;Midday;01:32:34;Wed;Feb
866891;Kwazulu Natal;male;indian_asian;37;SuperSport Blitz;Adult;2016/03/12;16:55:00;Afternoon;01:30:24;Sat;Mar
866891;Kwazulu Natal;male;indian_asian;37;Boomerang;Adult;2016/03/09;17:21:00;Afternoon;01:30:51;Wed;Mar
809648;Western Cape;male;black;18;Supersport Live Events;Teenager;2016/02/20;14:41:00;Midday;01:32:26;Sat;Feb
809648;Western Cape;male;black;18;CNN;Teenager;2016/02/21;07:31:00;Morning;01:45:50;Sun;Feb
866901;Gauteng;male;white;39;SuperSport Blitz;Adult;2016/03/18;10:58:00;Morning;01:42:28;Fri;Mar
866901;Gauteng;male;white;39;SuperSport Blitz;Adult;2016/03/31;11:25:00;Morning;01:40:06;Thu;Mar
866901;Gauteng;male;white;39;E! Entertainment;Adult;2016/03/29;18:35:00;Afternoon;01:37:52;Tue;Mar
